,DEPTH,GR,Rt,RHOB,NPHI,Porosity_Density,Vshale,Porosity_Gaymard,Effective_Porosity,Formation_Factor,Rt_Ashale,Ro,Ish,Sw
52,2112.5,42.445,57.748000000000005,2515.435,0.09504,0.113780701754386,0.24632530120481927,0.10482998066326384,0.07900770410109,124.28767407712041,265.34779884794864,124.28767407712041,2.1349486247791596,0.6708697280257954
53,2112.625,44.725,56.053999999999995,2521.121,0.10564,0.1104555555555555,0.2737951807228916,0.1080746023658806,0.07848429707955967,125.86724641867423,331.79805299917024,125.86724641867423,2.636095270532137,0.6004011636561853
54,2112.75,44.062,54.023,2520.924,0.11177,0.11057076023391814,0.2658072289156626,0.11117199719062938,0.08162167668436836,116.83407579101028,260.91358227161976,116.83407579101028,2.2331976395168747,0.6551701859004779
55,2112.875,41.95399999999999,51.756,2511.8720000000003,0.10899,0.11586432748537995,0.2404096385542168,0.11247969257523638,0.08543849033853437,107.11695651431182,180.31888612570248,107.11695651431182,1.6833832102166775,0.7602498101755885
56,2113.0,40.124,49.522,2497.9629999999997,0.10142000000000001,0.12399824561403525,0.21836144578313255,0.11327308002203924,0.08853860650011829,100.10318678763515,137.93718623876646,100.10318678763515,1.377950000047397,0.8447325556210624
57,2113.125,39.754,47.63,2489.449,0.09516,0.1289771929824561,0.2139036144578313,0.11333697964396643,0.08909379004638837,98.92131364407985,123.50580797868368,98.92131364407985,1.248525756775321,0.8897427757384478
58,2113.25,41.053000000000004,46.24100000000001,2490.86,0.09369999999999999,0.12815204678362566,0.22955421686746993,0.1122555947265716,0.08648684959012137,104.663403340331,127.90053591329314,104.663403340331,1.222017742891492,0.8998491913729995
59,2113.375,43.605,45.216,2501.1220000000003,0.09713,0.12215087719298229,0.26030120481927704,0.11035187741723074,0.08162715077145641,116.81918948004407,148.54421463918263,116.81918948004407,1.2715737482886582,0.8812180677956665
60,2113.5,46.198,44.28,2515.775,0.10241,0.11358187134502919,0.2915421686746988,0.10814030145657715,0.07661284344879095,131.77317058386873,176.29742088803454,131.77317058386873,1.3378855506540899,0.8579534076289296
61,2113.625,47.831,43.172,2530.955,0.10558,0.10470467836257315,0.31121686746987953,0.10514325007105757,0.07242089714834085,146.64207218346132,190.97277930061662,146.64207218346132,1.3023055147617795,0.8702114637727327
62,2113.75,47.798,41.771,2540.49,0.10495999999999998,0.09912865497076036,0.31081927710843377,0.10208597317044112,0.07035568478669366,154.9285764804789,172.75659313232694,154.9285764804789,1.1150724873154332,0.9442861750078352
63,2113.875,46.257,40.165,2543.7110000000002,0.10213,0.09724502923976594,0.29225301204819276,0.09971743230710198,0.07057471236163966,154.0162972224896,137.38285466615847,154.0162972224896,0.8920020617538758,1.0
64,2114.0,44.848,38.59,2537.353,0.10015,0.10096315789473681,0.27527710843373493,0.10055740090136965,0.07287625034962877,144.90606520302347,113.57069077191068,144.90606520302347,0.7837538795411375,1.0
65,2114.125,44.283,37.31,2528.655,0.10167,0.10604970760233906,0.26846987951807233,0.1038829374405191,0.0759934977418795,133.82115534994193,102.17509431363845,133.82115534994193,0.7635197442919311,1.0
66,2114.25,44.648,36.497,2518.35,0.10668,0.11207602339181291,0.2728674698795181,0.10941128236914645,0.07955650257280393,122.66374025542775,99.9746463648721,122.66374025542775,0.8150301479205736,1.0
67,2114.375,45.591,36.2,2511.799,0.11259000000000001,0.11590701754385967,0.2842289156626506,0.11426054615638899,0.0817843950193363,116.39281012028374,104.16080838528117,116.39281012028374,0.8949075830168405,1.0
68,2114.5,46.332,36.36,2507.292,0.11692,0.11854269005847957,0.2931566265060241,0.11773414068633778,0.08321959717814535,112.60854378996525,110.14009349650334,112.60854378996525,0.9780793693765722,1.0
69,2114.625,45.91,36.876999999999995,2505.018,0.11665999999999999,0.11987251461988302,0.28807228915662647,0.11827716466269825,0.08420479108335951,110.118446235747,110.48338322936961,110.118446235747,1.0033140405272458,0.9982601672681238
70,2114.75,44.691,37.643,2499.855,0.11135999999999999,0.12289181286549707,0.2733855421686747,0.11726774336826037,0.0852084377686315,107.66710964479896,106.7180821094528,107.66710964479896,0.9911855390334424,1.0
71,2114.875,42.54600000000001,38.545,2494.904,0.10354000000000001,0.12578713450292398,0.2475421686746989,0.1152018550337986,0.08668453800338381,104.21035757660076,97.95960239541643,104.21035757660076,0.9400179087132519,1.0
72,2115.0,39.885,39.493,2488.422,0.09529,0.12957777777777776,0.21548192771084335,0.11373342647134825,0.08922592849014267,98.64315532538241,87.62503195770027,98.64315532538241,0.8883032144365418,1.0
73,2115.125,37.433,40.400999999999996,2484.077,0.08845,0.13211871345029227,0.18593975903614457,0.11242499042419447,0.0915207147950789,93.99681400468712,79.48368061115715,93.99681400468712,0.8455997307227213,1.0
74,2115.25,35.742,41.191,2481.458,0.08421,0.13365029239766077,0.16556626506024094,0.11169987636067512,0.09320614502394743,90.79362636164346,74.90655014753294,90.79362636164346,0.8250199176886038,1.0
